user_id,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
297,9822,10113,11831,13486,13028,10687,12727,12051,13636,13688
298,14346,14224,14979,14704,14491,14767,14465,14358,14556,14158
299,11634,10074,13736,12410,13118,13439,12588,13521,12149,11349
300,11874,12013,13736,12051,13384,13777,14277,12366,12749,13156
301,10115,11018,11403,12118,12636,10687,8546,10557,11488,13118
302,3005,2636,5143,9544,8135,7608,10461,5937,5272,5892
303,3005,2636,5143,9544,8135,10461,7608,5937,5892,5272
304,6208,11018,6668,6664,10773,6370,8159,10429,12051,8067
305,11345,13384,12051,13120,12651,13529,13709,13437,12460,12036
306,6758,6161,13714,6876,11403,12036,12051,8067,10023,11942
307,14160,14803,13077,13527,12051,14771,12366,13736,13678,14556
308,13218,13324,14358,14158,13221,14777,12759,14903,12061,13787
309,4065,10576,5077,6108,7165,6634,6114,10773,10366,6679
310,14203,14556,14314,14224,14517,14169,13417,14389,14491,14390
311,9286,11913,11162,13439,10773,9988,13005,8843,11018,12583
312,7347,8768,10836,10004,12051,8644,10882,10696,11168,11942
313,11226,13746,12138,12900,10773,12051,12903,14791,12460,13315
314,6196,10206,9247,9793,10450,8067,8505,12385,6876,9361
315,6161,6668,13649,12036,8843,12051,11403,7871,6664,11942
316,12956,14777,14767,13385,14169,13527,14465,13506,14990,14358
317,6161,6668,12051,13649,12036,8843,11403,9843,6664,10687
318,6494,12051,8503,6473,14562,6634,9247,10773,10465,11654
319,11488,11403,11018,11592,12138,12274,10113,12460,12036,13486
320,6161,6668,13649,12036,8843,12051,11403,7871,6664,11942
321,13065,13385,14278,13506,12762,13709,13527,14258,14777,14767
322,13878,14990,13506,14258,14358,13678,13812,12366,14767,14777
323,12549,12548,13885,12782,13077,14597,13736,11592,13599,13410
324,7163,12270,13736,13439,5840,12138,12036,14316,14107,12588
325,6087,6668,11018,8768,8432,7700,9286,11162,13882,8514
326,13425,14316,13586,10283,12154,12149,14300,13383,14087,13301
327,12056,12138,13736,14066,13326,13439,13118,12036,14019,13283
328,10146,12762,13736,13506,11060,13603,10375,10882,11373,12460
329,6813,12051,7811,10773,12274,8432,13356,12172,9630,13384
330,9714,14783,5575,13408,14440,12583,12270,10566,9233,6161
331,14498,14278,14928,14358,14542,13336,14665,13878,14612,13736
332,6240,7705,7617,6088,9793,7608,13599,7165,10895,8614
333,6161,6668,12036,10687,6664,7871,13649,9988,8843,9231
334,5357,6668,6161,7582,12716,6998,7935,5937,14813,5621
335,6161,6668,12051,12036,8843,6108,7871,13649,6664,7884
336,9569,14316,9704,9286,13331,13649,13005,11913,12835,13537
337,12776,13736,13118,13882,12800,13331,12588,14066,13782,13599
338,10836,12610,11018,12762,12460,13736,10882,12793,12172,12036
339,6161,6668,13649,12036,8843,12051,11403,7871,6664,11942
340,8957,10312,13736,11592,11018,11403,13188,12118,8591,2495
341,13521,14066,13586,13736,14314,13331,14882,13580,13118,10074
342,12953,13736,12381,12854,12051,14245,13161,14542,12610,13119
343,11043,13736,12762,13812,13550,13351,13103,12110,12181,10693
344,12612,12686,13850,14597,13736,13214,14066,12154,14617,14314
345,11706,13506,13688,13077,13384,14158,13028,13505,13410,12446
346,6318,12783,10074,13291,13439,6396,8843,6668,12864,11403
347,12051,12854,13736,12762,13777,12366,13292,12460,12323,13107
348,11817,13736,12610,14592,12793,13678,14496,14163,12051,13527
349,6668,11018,8546,11403,8067,7871,8768,11488,12036,8432
350,13183,13736,14358,13331,14990,13374,13479,13326,14024,13135
351,3653,8546,8159,12187,9822,6705,7920,8978,4409,5880
352,4959,6087,6664,6370,6482,5304,4658,6668,14592,5308
353,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
354,11226,13746,12138,10773,12900,12051,12903,14791,12460,6965
355,12711,13484,13326,14665,13359,13777,14496,14055,13506,13736
356,11154,12536,13539,13777,12256,9165,14314,13518,13008,12762
357,10198,10589,12149,13331,13782,7836,9196,8768,11984,13518
358,8076,13385,13188,8843,6482,12985,12138,8067,14406,7973
359,13000,13410,13736,13077,13485,13349,13777,13885,13688,12051
360,9878,12051,12118,11547,10461,11018,14223,12318,11373,12640
361,11198,11018,11592,11373,11488,14258,12051,12218,11308,10659
362,4321,6673,6668,6067,8843,9286,5077,11819,7833,6664
363,13156,13736,14358,13161,13349,13777,14581,14990,12854,13688
364,5441,12036,6668,6161,8159,8016,8768,6634,12187,9286
365,11828,9668,7935,11018,3486,9851,5937,12051,7920,7811
366,13385,14767,14777,14465,13527,14169,14358,14224,13709,13443
367,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
368,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
369,10461,12138,11547,11018,10882,12051,10773,10696,11320,9044
370,7582,12051,11018,9988,11403,10687,8432,13486,14158,11942
371,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
372,13417,14358,14224,14612,14665,14245,14767,14195,13331,13336
373,11488,11018,11403,12138,12274,12460,12036,10113,12051,10366
374,3692,5937,4503,4956,14316,4126,6018,11105,8262,4134
375,11819,14597,13506,13885,14974,13736,14777,13527,14456,10566
376,3043,4658,12187,3463,7608,5299,2910,12322,3360,3733
377,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
378,12583,12138,13188,12270,13736,13565,14440,13118,12051,13484
379,6344,6714,6408,8546,6668,12138,7811,10074,4671,7700
380,1048,7075,1230,6668,3360,2062,1277,6108,7712,3840
381,12953,13736,12854,12051,14245,12381,13161,12762,14542,12610
382,5742,8159,5545,7638,7005,6098,6847,5082,5906,9671
383,8879,11287,14402,9476,11129,12138,13257,11155,11403,10659
384,14928,14612,13028,14358,14158,14498,13506,14169,13336,14307
385,13331,13736,14224,13135,14556,14491,14245,14704,13408,14612
386,12270,14705,9827,13736,13301,7363,12154,13439,13214,5937
387,8379,10442,10773,8428,8159,7638,10461,11018,11621,11851
388,12880,12585,12749,12864,13120,12051,13384,11810,14454,13530
389,13388,13603,12759,12416,12793,14125,14617,13077,14307,14791
390,13335,14358,13777,13736,13135,14807,13107,14040,14245,14542
391,12712,14358,13156,13736,14581,13118,12800,13135,13331,14777
392,12990,13537,12939,14713,14807,14174,14358,13972,14609,14277
393,11143,13599,13484,13736,13533,13439,13882,12914,12118,12138
394,5782,8915,14302,6634,7407,14892,7638,7001,7337,11221
395,6998,8843,8985,10311,12036,6668,12118,7927,12716,10557
396,7468,9793,9316,9672,8768,10113,11592,10848,11018,10557
397,1945,10687,13649,12138,11911,5441,2815,5140,3764,8843
398,14928,14612,14358,13028,14158,14498,14307,13506,14169,13336
399,10960,6051,6784,6297,14950,14938,12622,8319,9901,6615
400,6393,12036,12051,12864,8843,6653,13439,8768,13331,12138
401,8929,12154,14597,9985,6148,12001,12612,9718,10360,6878
402,11643,13156,11018,13104,12749,12800,11162,13736,11611,13349
403,6817,7851,13537,11762,6692,7599,14261,7001,7638,7807
404,14665,14581,13882,14939,14358,13135,14612,14314,14278,13331
405,4508,4416,5266,4230,6022,8269,7638,4778,5712,6119
406,11634,13736,12410,13439,12138,13118,10074,12588,14547,11349
407,5961,8365,6089,6178,8319,7638,8159,11198,8434,6120
408,12807,13118,13736,13882,13746,12588,7884,13586,14689,14738
409,11634,12410,13736,13439,10074,13118,12588,12138,11349,10068
410,10621,12036,12138,13103,13736,13156,12218,12799,13309,13349
411,11634,13736,13118,12410,13439,12588,12138,10074,10068,14547
412,5357,6668,6368,5621,7535,8293,7318,5937,6161,6230
413,10189,12307,12794,13586,14583,14604,13439,11403,13736,12270
414,10189,12307,13586,14583,12794,14604,12270,13439,11403,12524
415,5621,10113,5791,7481,9822,10566,8434,14672,5781,7468
416,13586,14314,13309,12081,14124,13882,13331,13521,13828,12660
417,11819,14597,13736,14974,12352,12762,13527,13885,9286,13506
418,14426,14206,14464,14580,14491,13344,14096,13309,14261,14103
419,13736,12776,13118,13599,13882,12081,13331,12800,14066,12588
420,13557,14831,14580,14066,13736,12709,13309,13214,13439,14689
421,4590,14316,6108,12410,13103,6220,6634,11634,12561,12065
422,14040,14258,13777,14358,14840,14767,12762,14278,14224,13135
423,11819,14597,13736,14974,12352,13506,13885,9286,14358,12762
424,11819,14597,14974,13736,12352,14358,13885,13527,12762,13506
425,12922,13736,14542,12762,13688,13505,14258,13359,13674,13777
426,14446,14358,14581,13736,14066,14612,14206,14102,13417,14169
427,10469,8546,14738,14333,13641,13539,13586,7927,12149,9560
428,6963,14716,11592,10113,12207,9671,7794,9631,11018,12118
429,14928,14612,14358,13028,14158,14498,14307,13336,13506,14169
430,9031,14358,11934,11907,13310,13835,13077,10557,11592,10113
431,8546,10113,10366,6668,10360,10687,11018,7884,13028,10115
432,8546,10113,10687,10366,12903,6668,11018,10115,12401,11403
433,8546,10113,10366,12903,10687,6668,12401,11018,11403,13487
434,14278,13786,13401,14777,14767,13385,14423,14127,14224,13336
