user_id,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
224,13649,13336,13461,14665,13787,14358,14678,13556,13476,13963
225,13649,13336,13787,14665,13461,14678,13678,14358,13556,13963
226,8001,11706,7811,13461,8152,12898,11652,6889,10180,10039
227,13649,13336,13787,14665,13461,13963,13678,14358,14678,13556
228,13649,13336,13787,14665,13461,14678,13963,14358,13556,13678
229,5357,9644,5603,6161,8712,5307,12473,14426,6022,5420
230,6161,6119,12138,13175,6668,12626,11706,13218,10461,8019
231,13649,13336,13787,14665,13461,14678,14358,13556,13963,13678
232,13649,13336,13787,14665,13461,14678,13678,14358,13556,13963
233,12759,12473,13787,13963,14944,14580,13461,13556,14240,14358
234,13649,13336,13787,14665,13461,14678,13678,13963,13556,14358
235,13649,13336,13787,14665,13461,13963,14358,14678,13678,13556
236,11488,12547,12138,11159,13410,10836,13461,12908,13613,11762
237,13649,13336,13787,14665,13461,14678,13678,14358,13963,13556
238,9901,12557,10692,12198,11762,11312,12138,11706,10867,13688
239,12662,13349,13461,13156,12374,12591,12711,13485,12610,12547
240,13109,13461,13592,13384,14240,14124,13369,14983,13535,14151
241,13649,13336,13461,14665,13787,13963,13556,14358,13476,14678
242,13649,13336,14665,13461,13556,12138,14358,13476,13410,14678
243,13637,13461,14277,13676,14944,14392,14782,13787,13190,14698
244,13649,13336,14665,13787,13461,14358,13556,13963,14678,14277
245,12723,12927,12634,14869,12547,12563,14247,13787,11706,12908
246,12546,14248,11159,13787,14466,13369,14240,13336,12842,14556
247,12254,12034,9455,12405,12268,11706,14436,12808,12318,13140
248,9163,9841,8556,14579,12566,10207,14505,9942,10557,11444
249,12297,14277,14321,14574,13565,13331,14234,14918,13798,14678
250,13649,13336,13787,14665,13461,14678,13678,14358,13556,13963
251,9070,13410,13212,12228,12739,13012,12535,11155,12538,13369
252,10094,10206,14277,10376,12645,11768,12322,12405,8442,11373
253,6668,10173,10160,10621,10461,12138,8328,12088,9942,8252
254,12390,13309,9483,14446,13071,14048,10105,14316,12864,9348
255,12865,11768,14167,13526,13578,12547,13161,13349,10557,14556
256,13515,14923,13787,13556,13156,14580,14390,13461,12473,14590
257,5308,7468,6463,8152,7401,5435,5961,5545,7803,6519
258,5019,5982,5965,12232,9012,5076,5629,4695,8740,6387
259,9471,12138,10621,11159,8740,12190,13461,14321,11911,12922
260,13369,13787,14234,14698,14358,13384,14877,14983,13336,13401
261,13090,13963,12547,13276,12105,14277,13668,13565,13787,13461
262,13342,6233,11706,14944,13116,10851,13218,13590,14355,12473
263,13506,13336,11706,13461,12473,13674,13787,14944,12842,13335
264,2801,4021,5842,4720,6108,4459,3515,3319,4817,4874
265,5007,12060,6889,10836,5603,7587,5776,6705,7535,13305
266,10621,12138,12908,10160,11365,13309,11018,12591,11706,14277
267,13072,14277,14580,12400,13012,13530,12341,13369,13909,14459
268,4231,7468,7811,5712,3463,5254,5397,6646,10280,5230
269,9210,12246,9903,10164,12190,14277,14632,14580,13461,14321
270,12742,12908,13461,11634,12800,11611,9194,12906,13335,13028
271,8337,10836,11159,12547,11018,11768,9286,14234,12190,7737
272,13678,13787,14277,13909,13580,13336,13461,14174,13963,14767
273,4985,8003,5055,6902,9546,9508,4819,7811,4200,6661
274,1277,14049,521,14882,14735,14591,13882,5957,1859,3753
275,12616,12473,13491,13506,14390,14767,14777,13909,14169,12460
276,9286,11159,12232,9165,14277,10066,12214,10836,11762,11561
277,12188,12246,13118,13613,13963,13331,12138,13309,14581,13335
278,11304,10924,12202,13602,13609,12850,14542,13541,11584,4600
279,8048,12105,11159,10206,11706,12645,11768,11644,12274,11976
280,7135,9273,8152,12232,13840,14913,6804,7700,11080,7950
281,14928,14631,13787,13028,14127,13103,14581,13336,14261,14140
282,4757,4658,14378,14608,8152,5227,11203,4838,13491,5433
283,13417,13336,13787,14392,13461,14698,14609,14358,13476,14240
284,13417,13336,13787,14392,14698,13461,14609,14240,14358,13369
285,3247,8712,7936,8953,9541,5420,5617,4991,6282,14144
286,9331,9315,7593,11706,8676,11159,12513,9374,6282,12473
287,2870,10489,5911,4537,5603,5961,5069,6873,5629,5397
288,5357,9644,5603,6161,8712,5307,12473,14426,6022,5420
289,12985,14151,14234,13787,14877,13461,13384,13335,13336,14358
290,13417,13336,13787,13461,14392,14609,14698,14240,14358,13369
291,10687,12138,11706,12547,13688,9822,12900,12190,13443,11159
292,13417,13336,13787,14392,13461,14698,14609,14358,14240,14580
293,12702,13787,14983,13963,14277,13326,14944,13678,14756,14358
294,7871,13072,7811,11768,12138,13349,8768,10068,10160,11287
295,10476,8000,2261,13230,5603,13909,14111,14355,14195,12473
296,12662,13349,13461,13156,12547,12711,13485,12374,12610,13688
297,9822,11706,12473,13028,10687,13688,10835,8712,11882,13461
298,14346,13787,14195,13963,14051,14473,13580,13461,13678,14580
299,11634,13461,13963,13309,12287,13565,12017,13782,13335,14277
300,11874,11373,11706,11904,12621,12626,11159,12088,12232,14151
301,10115,12138,12190,12547,12017,13349,10929,11287,12591,12662
302,3005,8152,11706,6088,7742,11652,2636,5812,4784,14277
303,3005,8152,11706,6088,7742,5812,5143,3953,4784,11652
304,6208,9247,7811,11768,8019,11159,11706,6972,8320,8546
305,11345,13156,12908,11942,12700,12473,13708,11155,11060,12572
306,6758,8440,10607,8319,10527,14838,13167,10441,8823,8252
307,14160,14490,11706,14756,13818,13335,14234,14151,13678,14277
308,13218,13787,13963,12759,13535,11706,12473,14580,14358,13461
309,4065,6119,6034,5879,5842,6463,6017,10576,5183,5689
310,14203,13539,14124,14174,14234,14355,13369,14245,14944,14767
311,9286,11159,11913,14277,11762,12124,9165,11904,10066,13042
312,7347,10206,11652,10933,8432,13046,9467,11706,12078,9910
313,11226,11706,12473,13156,14234,10773,14553,12670,13263,14791
314,6196,12088,10621,8252,11762,10066,5957,10836,7737,6463
315,6161,11706,10461,13878,12626,6119,6668,7582,8774,8019
316,12956,13336,13461,13410,13349,13787,13104,14234,13613,14358
317,6161,9822,7705,10461,6668,8019,10687,11706,8774,8252
318,6494,10659,11706,9273,6352,9044,10836,11654,8152,6463
319,11488,12138,12547,13410,11159,10366,13311,13461,10836,13028
320,6161,11706,10461,13878,12626,6119,6668,7582,8774,8019
321,13065,13410,13909,13609,13579,13369,14358,13336,13787,13461
322,13878,13787,13369,13336,11706,13812,14498,12626,14678,14245
323,12549,13963,13556,14358,12473,14609,14174,13336,14580,13461
324,7163,5840,7368,14579,13518,14048,11113,10357,13676,12547
325,6087,8740,7811,10836,7950,8252,9273,6681,6688,8486
326,13425,9969,14316,12268,13383,13190,13476,13169,13788,13309
327,12056,14277,13461,13005,14938,14608,14163,14446,13485,14944
328,10146,11706,12198,12910,14258,12626,13819,13443,10836,14234
329,6813,13356,8252,12198,7811,11706,11312,12067,12895,11768
330,9714,5575,14783,13263,14579,14277,10461,10605,13140,9969
331,14498,13461,13369,14706,13787,13491,13410,14608,13335,13336
332,6240,6330,10206,6088,7468,9942,12088,6657,8152,7936
333,6161,13175,9822,6668,8019,10687,6119,11706,12138,10461
334,5357,9644,5603,6161,5307,6119,6034,14426,8712,6209
335,6161,10461,13878,12626,11706,6119,7582,13175,6668,8774
336,9569,13565,12017,13374,14446,14277,14333,12138,13976,14151
337,12776,13461,12190,13349,13474,13476,13190,14665,12550,14608
338,10836,12591,12138,12273,12626,11904,13676,12190,12036,13335
339,6161,11706,10461,13878,12626,6119,6668,7582,8774,8019
340,8957,13461,12670,13529,10857,11132,12202,12138,11648,14877
341,13521,14882,14852,14066,14277,13798,13005,14580,13963,13641
342,12953,14277,14983,13787,14234,13263,13584,14756,13678,13369
343,11043,13335,12366,10160,13819,11155,12005,10836,13485,14140
344,12612,12686,13850,13637,13140,11136,14882,13807,14263,11927
345,11706,13506,12473,12626,13708,13818,13156,12198,11256,13154
346,6318,14321,10621,13291,12783,11159,10461,6668,6743,4726
347,12051,12591,12070,12473,13156,12560,14556,12626,11762,12672
348,11817,13909,12907,14234,14935,14124,14313,14277,13882,12821
349,6668,10461,8252,8328,9247,10160,10621,10173,10174,12088
350,13183,13787,13369,14553,14270,14258,14944,14358,12912,14234
351,3653,6208,5619,4991,5880,6972,8159,8320,1142,5507
352,4959,6034,6161,9541,6634,7871,10461,8019,5771,6203
353,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
354,11226,11706,12473,13156,10773,14234,14553,13263,12670,14791
355,12711,12591,13461,13556,13278,12473,13169,14668,13533,14580
356,11154,12536,13326,11365,12002,13688,12903,14234,8799,11417
357,10198,10873,13782,13526,9461,11113,11248,12813,10357,10337
358,8076,1277,13491,13609,14498,11706,12473,10566,13537,12306
359,13000,13695,12626,12842,13336,13428,12228,11706,12538,13443
360,9878,11706,6519,11923,10092,10773,12318,11373,7636,8152
361,11198,12538,11904,13443,11187,14234,12138,12059,14609,11706
362,4321,5386,6034,6067,5397,6456,7610,4651,6106,8554
363,13156,13461,13565,13374,12473,13476,14944,12922,12906,13005
364,5441,8712,7742,14935,9822,8554,6773,12473,5827,7582
365,11828,12739,13399,13263,10461,11984,13602,12524,12900,12982
366,13385,13787,13369,13909,13336,14944,14767,14609,14258,13410
367,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
368,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
369,10461,11320,12138,14208,11706,12232,12076,13263,12591,10160
370,7582,14771,13374,14665,13535,7724,8426,10557,9441,13349
371,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
372,13417,13336,13787,14392,13461,14698,14609,14358,14580,14240
373,11488,12547,12138,11159,13410,13461,12908,10836,13613,13688
374,3692,11105,6161,4780,10335,8262,4838,4134,6034,5397
375,11819,13676,9135,13336,13461,11706,14131,13557,12341,11768
376,3043,4673,4716,7182,5835,5397,10330,4712,5012,6796
377,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
378,12583,13461,13335,14935,13565,14498,14976,13579,14876,14247
379,6344,6456,7811,5276,9476,8740,5965,7712,13461,6034
380,1048,7075,6161,1230,7712,1277,4542,4140,2637,4121
381,12953,14277,14983,13787,14234,13263,13584,14756,13369,12692
382,5742,11706,8505,6390,5961,12670,6981,6022,6282,8152
383,8879,11882,10206,11159,9165,12318,9465,12591,12232,10189
384,14928,14631,13787,13028,13103,14581,14127,13336,14140,13335
385,13331,14277,14646,14944,13963,14756,13787,14517,13335,14392
386,4955,13169,3543,3829,3305,11159,1643,11768,12202,2604
387,8379,7299,8552,9044,10659,10259,8026,9273,11851,12281
388,12880,13909,12591,13384,12274,13401,12908,12242,14580,13529
389,13388,11706,14125,12416,13359,13603,13787,14580,6519,13637
390,13335,13276,13963,13161,14248,12938,13140,13787,14756,13676
391,12712,13963,13461,14358,13336,14978,13787,12473,14742,12963
392,12990,13537,12939,13787,14698,14803,13374,13909,12906,14580
393,11143,12591,11768,12138,11706,13782,12187,12906,10909,12555
394,5782,8319,6282,6463,7001,5965,8328,7485,7737,5276
395,6998,8252,9476,6668,9942,13819,7811,10909,10160,7742
396,7468,8152,10206,9273,8252,7950,9316,8962,8803,12088
397,1945,12138,6022,6119,13668,8712,9822,3523,6161,4405
398,14928,14631,13787,13028,14581,13103,14127,13336,14140,13335
399,10960,6051,14360,14096,10441,10304,14553,12643,11706,8739
400,6393,9942,6272,12138,8096,8740,8597,7811,7950,5957
401,8929,6148,11985,13244,14277,13471,13668,13909,11896,12030
402,11643,13461,11706,13818,11018,13349,12288,11887,12138,14446
403,6817,7001,11365,8152,8991,13537,10659,7851,8516,7807
404,14665,13461,13963,14580,14358,14668,13336,14877,13349,13374
405,4508,11706,8152,5961,11652,7468,5071,14314,6088,10427
406,11634,13461,12138,12547,13963,12017,13309,12908,12555,12287
407,5961,6780,6088,8152,7742,8505,8252,8774,10659,11706
408,12807,14422,13556,13005,14646,13565,14277,13331,13309,13156
409,11634,13461,13963,13309,13782,12547,13565,12017,12287,12908
410,10621,12138,12908,10160,11365,13309,11706,11018,12591,14277
411,11634,13461,13963,12138,13565,12555,13309,12017,13190,12908
412,5357,9644,5603,6161,5307,8712,14426,6034,6022,5420
413,10189,12591,12204,12318,12232,12513,14918,9942,13309,11706
414,10189,12591,12204,12232,12318,12513,14918,11706,14277,12716
415,5621,8328,6463,5286,6681,6124,6058,7742,8712,6937
416,13586,13309,14096,14520,14608,14277,14314,13890,14124,13668
417,11819,9135,13676,12341,13557,14277,14131,11768,13336,13461
418,14426,14242,13827,14051,12473,14464,13369,14642,5357,12759
419,12776,13461,13349,12190,13474,13565,14665,13283,14608,14321
420,13557,14066,14277,14580,13461,14321,14831,14665,14591,14852
421,4590,6034,5812,6605,4774,8733,6668,6108,5983,5957
422,14040,13461,13335,14151,13565,13980,14665,13963,13349,14646
423,11819,9135,13676,12341,13557,14131,14277,13336,11768,13461
424,11819,9135,13676,12341,14277,13557,13336,11768,14131,13461
425,12922,13374,13506,13156,13565,13461,13335,14277,13336,14151
426,14446,14529,13309,13461,13668,13565,14277,13963,14552,13924
427,10469,12236,11933,13782,11706,12547,13461,12662,14520,12138
428,6963,10773,12190,12318,12538,6368,8740,12670,13010,14735
429,14928,14631,13787,14581,13028,13103,14127,13336,13963,14140
430,9031,11706,14358,10557,12538,13218,13609,11648,9057,11644
431,8546,10074,12138,12555,13461,10115,12524,10207,7570,13349
432,8546,12138,11706,10074,10115,13349,12524,12547,10836,10068
433,8546,11706,12138,10074,10115,12547,13349,10836,11582,12524
434,13401,13787,13369,14242,12473,14944,13461,14283,14642,13963
